INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location,date_col1,date_col2,date_col3,date_col4,date_col5
I182070596,619,Larceny,LARCENY ALL OTHERS,C6,216,,2018-09-02 17:29:00,2018,9,Sunday,17,Part One,F ST,42.33382906,-71.05128729,"(42.33382906, -71.05128729)",2011-10-29,2011-10-29,2011-10-29,2011-10-29,2011-10-29
I182070595,2647,Other,THREATS TO DO BODILY HARM,B3,439,,2018-09-02 17:08:00,2018,9,Sunday,17,Part Two,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)",2011-10-30,2011-10-30,2011-10-30,2011-10-30,2011-10-30
I182070595,3301,Verbal Disputes,VERBAL DISPUTE,B3,439,,2018-09-02 17:08:00,2018,9,Sunday,17,Part Three,STRATTON ST,42.29017432,-71.08808525,"(42.29017432, -71.08808525)",2011-10-31,2011-10-31,2011-10-31,2011-10-31,2011-10-31
I182070594,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,364,,2018-09-02 05:30:00,2018,9,Sunday,5,Part Three,LESLIE ST,42.29514664,-71.05860832,"(42.29514664, -71.05860832)",2011-11-01,2011-11-01,2011-11-01,2011-11-01,2011-11-01
I182070593,1402,Vandalism,VANDALISM,E13,572,,2018-09-01 14:30:00,2018,9,Saturday,14,Part Two,COLUMBUS AVE,42.31362799,-71.09560307,"(42.31362799, -71.09560307)",2011-11-02,2011-11-02,2011-11-02,2011-11-02,2011-11-02
I182070592,1402,Vandalism,VANDALISM,B3,441,,2018-09-02 17:12:00,2018,9,Sunday,17,Part Two,HARVARD ST,42.29629726,-71.08115283,"(42.29629726, -71.08115283)",2011-11-03,2011-11-03,2011-11-03,2011-11-03,2011-11-03
I182070590,301,Robbery,ROBBERY - STREET,, ,,2018-09-02 02:00:00,2018,9,Sunday,2,Part One,,42.34863242,-71.06553747,"(42.34863242, -71.06553747)",2011-11-04,2011-11-04,2011-11-04,2011-11-04,2011-11-04
I182070589,3115,Investigate Person,INVESTIGATE PERSON,C11,342,,2018-09-02 16:11:38,2018,9,Sunday,16,Part Three,TOPLIFF ST,42.30336787,-71.06827221,"(42.30336787, -71.06827221)",2011-11-05,2011-11-05,2011-11-05,2011-11-05,2011-11-05
I182070588,3114,Investigate Property,INVESTIGATE PROPERTY,D4,619,,2018-09-01 14:00:00,2018,9,Saturday,14,Part Three,SYMPHONY RD,42.34295335,-71.08833139,"(42.34295335, -71.08833139)",2011-11-06,2011-11-06,2011-11-06,2011-11-06,2011-11-06
I182070587,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A15,38,,2018-09-02 11:42:00,2018,9,Sunday,11,Part Three,FIRST AVE,42.37749764,-71.05031219,"(42.37749764, -71.05031219)",2011-11-07,2011-11-07,2011-11-07,2011-11-07,2011-11-07
I182070586,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,542,,2018-09-02 16:11:00,2018,9,Sunday,16,Part Three,RIVER ST,42.25387435,-71.12912445,"(42.25387435, -71.12912445)",2011-11-08,2011-11-08,2011-11-08,2011-11-08,2011-11-08
I182070585,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,318,,2018-09-02 16:43:00,2018,9,Sunday,16,Part Three,ELM HILL AVE,42.30973269,-71.08734852,"(42.30973269, -71.08734852)",2011-11-09,2011-11-09,2011-11-09,2011-11-09,2011-11-09
I182070584,3201,Property Lost,PROPERTY - LOST,B2,329,,2018-09-02 00:00:00,2018,9,Sunday,0,Part Three,STANWOOD ST,42.30994883,-71.08146033,"(42.30994883, -71.08146033)",2011-11-10,2011-11-10,2011-11-10,2011-11-10,2011-11-10
I182070583,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2018-09-01 14:35:00,2018,9,Saturday,14,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2011-11-11,2011-11-11,2011-11-11,2011-11-11,2011-11-11
I182070581,3115,Investigate Person,INVESTIGATE PERSON,A1,77,,2018-09-02 16:03:00,2018,9,Sunday,16,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)",2011-11-12,2011-11-12,2011-11-12,2011-11-12,2011-11-12
I182070580,617,Larceny,LARCENY THEFT FROM BUILDING,C11,337,,2018-08-25 09:00:00,2018,8,Saturday,9,Part One,PURITAN AVE,42.30736306,-71.07165237,"(42.30736306, -71.07165237)",2011-11-13,2011-11-13,2011-11-13,2011-11-13,2011-11-13
I182070578,802,Simple Assault,ASSAULT SIMPLE - BATTERY,, ,,2018-09-02 15:23:00,2018,9,Sunday,15,Part Two,,42.35565209,-71.06289015,"(42.35565209, -71.06289015)",2011-11-14,2011-11-14,2011-11-14,2011-11-14,2011-11-14
I182070578,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,, ,,2018-09-02 15:23:00,2018,9,Sunday,15,Part One,,42.35565209,-71.06289015,"(42.35565209, -71.06289015)",2011-11-15,2011-11-15,2011-11-15,2011-11-15,2011-11-15
I182070576,3301,Verbal Disputes,VERBAL DISPUTE,B3,469,,2018-09-02 14:33:00,2018,9,Sunday,14,Part Three,MATTAPAN ST,42.27732507,-71.09483139,"(42.27732507, -71.09483139)",2011-11-16,2011-11-16,2011-11-16,2011-11-16,2011-11-16
I182070575,3410,Towed,TOWED MOTOR VEHICLE,D14,816,,2018-09-02 14:07:00,2018,9,Sunday,14,Part Three,ROYAL ST,42.357510600000005,-71.12996479,"(42.35751060, -71.12996479)",2011-11-17,2011-11-17,2011-11-17,2011-11-17,2011-11-17
I182070572,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,354,,2018-09-02 14:42:00,2018,9,Sunday,14,Part Three,NEPONSET AVE,42.29668913,-71.05555843,"(42.29668913, -71.05555843)",2011-11-18,2011-11-18,2011-11-18,2011-11-18,2011-11-18
I182070571,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,B2,317,,2018-09-02 14:39:00,2018,9,Sunday,14,Part One,HOMESTEAD ST,42.31014403,-71.08759179,"(42.31014403, -71.08759179)",2011-11-19,2011-11-19,2011-11-19,2011-11-19,2011-11-19
I182070570,3301,Verbal Disputes,VERBAL DISPUTE,C11,394,,2018-09-02 14:50:00,2018,9,Sunday,14,Part Three,GALLIVAN BLVD,42.28158633,-71.06033424,"(42.28158633, -71.06033424)",2011-11-20,2011-11-20,2011-11-20,2011-11-20,2011-11-20
I182070569,1001,Counterfeiting,FORGERY / COUNTERFEITING,C11,402,,2018-09-02 14:39:00,2018,9,Sunday,14,Part Two,DORCHESTER AVE,42.28526024,-71.06444063,"(42.28526024, -71.06444063)",2011-11-21,2011-11-21,2011-11-21,2011-11-21,2011-11-21
I182070568,2647,Other,THREATS TO DO BODILY HARM,E18,496,,2018-09-02 15:13:00,2018,9,Sunday,15,Part Two,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)",2011-11-22,2011-11-22,2011-11-22,2011-11-22,2011-11-22
I182070567,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,, ,,2018-09-02 14:25:00,2018,9,Sunday,14,Part Two,,42.34834528,-71.1499187,"(42.34834528, -71.14991870)",2011-11-23,2011-11-23,2011-11-23,2011-11-23,2011-11-23
I182070566,613,Larceny,LARCENY SHOPLIFTING,D4,146,,2018-09-02 14:40:00,2018,9,Sunday,14,Part One,HUNTINGTON AVE,42.347972399999996,-71.07849582,"(42.34797240, -71.07849582)",2011-11-24,2011-11-24,2011-11-24,2011-11-24,2011-11-24
I182070565,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,B3,467,,2018-09-02 14:44:00,2018,9,Sunday,14,Part Two,GILMER ST,42.28281074,-71.09722321,"(42.28281074, -71.09722321)",2011-11-25,2011-11-25,2011-11-25,2011-11-25,2011-11-25
I182070564,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D4,598,,2018-09-02 14:11:00,2018,9,Sunday,14,Part Three,HAVILAND ST,42.34662361,-71.08740594,"(42.34662361, -71.08740594)",2011-11-26,2011-11-26,2011-11-26,2011-11-26,2011-11-26
I182070563,706,Auto Theft,AUTO THEFT - MOTORCYCLE / SCOOTER,D4,135,,2018-09-01 23:00:00,2018,9,Saturday,23,Part One,BEACON ST,42.35275712,-71.08240215,"(42.35275712, -71.08240215)",2011-11-27,2011-11-27,2011-11-27,2011-11-27,2011-11-27
I182070562,3410,Towed,TOWED MOTOR VEHICLE,C6,200,,2018-09-02 13:42:00,2018,9,Sunday,13,Part Three,W BROADWAY,42.34274131,-71.05735681,"(42.34274131, -71.05735681)",2011-11-28,2011-11-28,2011-11-28,2011-11-28,2011-11-28
I182070561,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,438,,2018-09-02 13:38:00,2018,9,Sunday,13,Part Three,TALBOT AVE,42.29138891,-71.07599527,"(42.29138891, -71.07599527)",2011-11-29,2011-11-29,2011-11-29,2011-11-29,2011-11-29
I182070560,3201,Property Lost,PROPERTY - LOST,C11,341,,2018-09-01 18:56:00,2018,9,Saturday,18,Part Three,BOWDOIN ST,42.30573977,-71.06762362,"(42.30573977, -71.06762362)",2011-11-30,2011-11-30,2011-11-30,2011-11-30,2011-11-30
I182070559,3810,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING Â BICYCLE - INJURY,E13,608,,2018-09-02 11:37:00,2018,9,Sunday,11,Part Three,S HUNTINGTON AVE,42.33041036,-71.11148382,"(42.33041036, -71.11148382)",2011-12-01,2011-12-01,2011-12-01,2011-12-01,2011-12-01
I182070558,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,281,,2018-09-02 13:32:00,2018,9,Sunday,13,Part Two,GREENVILLE ST,42.32696802,-71.08051941,"(42.32696802, -71.08051941)",2011-12-02,2011-12-02,2011-12-02,2011-12-02,2011-12-02
I182070557,2647,Other,THREATS TO DO BODILY HARM,E13,579,,2018-09-02 13:20:00,2018,9,Sunday,13,Part Two,CENTRE ST,42.32277007,-71.10445458,"(42.32277007, -71.10445458)",2011-12-03,2011-12-03,2011-12-03,2011-12-03,2011-12-03
I182070556,2401,Disorderly Conduct,AFFRAY,A1,101,,2018-09-02 13:09:00,2018,9,Sunday,13,Part Two,MCKINLEY SQ,42.35934139,-71.05333104,"(42.35934139, -71.05333104)",2011-12-04,2011-12-04,2011-12-04,2011-12-04,2011-12-04
I182070556,2405,Disorderly Conduct,DISORDERLY CONDUCT,A1,101,,2018-09-02 13:09:00,2018,9,Sunday,13,Part Two,MCKINLEY SQ,42.35934139,-71.05333104,"(42.35934139, -71.05333104)",2011-12-05,2011-12-05,2011-12-05,2011-12-05,2011-12-05
I182070555,3501,Missing Person Reported,MISSING PERSON,C11,348,,2018-09-02 12:30:00,2018,9,Sunday,12,Part Three,DORCHESTER AVE,42.30420472,-71.05919227,"(42.30420472, -71.05919227)",2011-12-06,2011-12-06,2011-12-06,2011-12-06,2011-12-06
I182070554,2629,Harassment,HARASSMENT,D14,938,,2018-06-15 00:00:00,2018,6,Friday,0,Part Two,FIDELIS WAY,42.34600287,-71.14387725,"(42.34600287, -71.14387725)",2011-12-07,2011-12-07,2011-12-07,2011-12-07,2011-12-07
I182070553,613,Larceny,LARCENY SHOPLIFTING,A1,102,,2018-09-02 13:20:00,2018,9,Sunday,13,Part One,WINTER ST,42.35554806,-71.0607314,"(42.35554806, -71.06073140)",2011-12-08,2011-12-08,2011-12-08,2011-12-08,2011-12-08
I182070552,1402,Vandalism,VANDALISM,B2,318,,2018-09-01 23:00:00,2018,9,Saturday,23,Part Two,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)",2011-12-09,2011-12-09,2011-12-09,2011-12-09,2011-12-09
I182070551,3501,Missing Person Reported,MISSING PERSON,C11,345,,2018-09-02 12:30:00,2018,9,Sunday,12,Part Three,RIDGEWOOD ST,42.30209443,-71.06575183,"(42.30209443, -71.06575183)",2011-12-10,2011-12-10,2011-12-10,2011-12-10,2011-12-10
I182070550,3301,Verbal Disputes,VERBAL DISPUTE,C11,358,,2018-09-02 12:41:00,2018,9,Sunday,12,Part Three,GREENBRIER ST,42.29642169,-71.07045327,"(42.29642169, -71.07045327)",2011-12-11,2011-12-11,2011-12-11,2011-12-11,2011-12-11
I182070549,301,Robbery,ROBBERY - STREET,B2,282,,2018-09-02 07:00:00,2018,9,Sunday,7,Part One,WARREN ST,42.32823419,-71.08328981,"(42.32823419, -71.08328981)",2011-12-12,2011-12-12,2011-12-12,2011-12-12,2011-12-12
I182070549,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,282,,2018-09-02 07:00:00,2018,9,Sunday,7,Part One,WARREN ST,42.32823419,-71.08328981,"(42.32823419, -71.08328981)",2011-12-13,2011-12-13,2011-12-13,2011-12-13,2011-12-13
I182070548,2403,Disorderly Conduct,DISTURBING THE PEACE,C11,335,,2018-09-02 12:04:00,2018,9,Sunday,12,Part Two,BOWDOIN ST,42.3078312,-71.06529544,"(42.30783120, -71.06529544)",2011-12-14,2011-12-14,2011-12-14,2011-12-14,2011-12-14
I182070547,3301,Verbal Disputes,VERBAL DISPUTE,A7,12,,2018-09-02 12:52:00,2018,9,Sunday,12,Part Three,BENNINGTON ST,42.38512136,-71.01150101,"(42.38512136, -71.01150101)",2011-12-15,2011-12-15,2011-12-15,2011-12-15,2011-12-15
I182070546,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,C11,347,,2018-09-02 12:55:00,2018,9,Sunday,12,Part One,ADAMS ST,42.30569111,-71.06164783,"(42.30569111, -71.06164783)",2011-12-16,2011-12-16,2011-12-16,2011-12-16,2011-12-16
I182070545,3201,Property Lost,PROPERTY - LOST,D4,144,,2018-08-29 17:30:00,2018,8,Wednesday,17,Part Three,MASSACHUSETTS AVE,42.34439568,-71.08632016,"(42.34439568, -71.08632016)",2011-12-17,2011-12-17,2011-12-17,2011-12-17,2011-12-17
I182070543,616,Larceny,LARCENY THEFT OF BICYCLE,C11,398,,2018-08-31 23:00:00,2018,8,Friday,23,Part One,WELLES AVE,42.28854881,-71.06894162,"(42.28854881, -71.06894162)",2011-12-18,2011-12-18,2011-12-18,2011-12-18,2011-12-18
I182070542,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,D14,796,,2018-09-02 13:02:00,2018,9,Sunday,13,Part Three,COMMONWEALTH AVE,42.35053956,-71.13106722,"(42.35053956, -71.13106722)",2011-12-19,2011-12-19,2011-12-19,2011-12-19,2011-12-19
I182070541,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,445,,2018-09-02 12:29:00,2018,9,Sunday,12,Part Three,GLENWAY ST,42.29918970000001,-71.08150445,"(42.29918970, -71.08150445)",2011-12-20,2011-12-20,2011-12-20,2011-12-20,2011-12-20
I182070540,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,288,,2018-09-02 13:01:00,2018,9,Sunday,13,Part Two,WASHINGTON ST,42.32866284,-71.08563401,"(42.32866284, -71.08563401)",2011-12-21,2011-12-21,2011-12-21,2011-12-21,2011-12-21
I182070539,3201,Property Lost,PROPERTY - LOST,B3,565,,2018-09-02 12:59:00,2018,9,Sunday,12,Part Three,HARVARD ST,42.28968115,-71.09212545,"(42.28968115, -71.09212545)",2011-12-22,2011-12-22,2011-12-22,2011-12-22,2011-12-22
I182070538,3115,Investigate Person,INVESTIGATE PERSON,E18,487,,2018-09-02 11:40:00,2018,9,Sunday,11,Part Three,BLAKE ST,42.26448463,-71.10697097,"(42.26448463, -71.10697097)",2011-12-23,2011-12-23,2011-12-23,2011-12-23,2011-12-23
I182070537,3201,Property Lost,PROPERTY - LOST,E18,487,,2018-09-02 12:56:00,2018,9,Sunday,12,Part Three,WINBOROUGH ST,42.26548267,-71.10516125,"(42.26548267, -71.10516125)",2011-12-24,2011-12-24,2011-12-24,2011-12-24,2011-12-24
I182070536,1402,Vandalism,VANDALISM,C6,214,,2018-07-30 12:51:00,2018,7,Monday,12,Part Two,W FIFTH ST,42.3359851,-71.05008287,"(42.33598510, -71.05008287)",2011-12-25,2011-12-25,2011-12-25,2011-12-25,2011-12-25
I182070534,3001,Medical Assistance,DEATH INVESTIGATION,C11,366,,2018-09-02 12:07:00,2018,9,Sunday,12,Part Three,TEMPLETON WAY,42.29004265,-71.05725661,"(42.29004265, -71.05725661)",2011-12-26,2011-12-26,2011-12-26,2011-12-26,2011-12-26
I182070532,613,Larceny,LARCENY SHOPLIFTING,E5,727,,2018-09-02 11:58:00,2018,9,Sunday,11,Part One,VFW PKWY,42.280208200000004,-71.17087959,"(42.28020820, -71.17087959)",2011-12-27,2011-12-27,2011-12-27,2011-12-27,2011-12-27
I182070531,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,D14,814,,2018-09-02 11:00:00,2018,9,Sunday,11,Part Three,WESTERN AVE,42.36330598,-71.12841637,"(42.36330598, -71.12841637)",2011-12-28,2011-12-28,2011-12-28,2011-12-28,2011-12-28
I182070530,3115,Investigate Person,INVESTIGATE PERSON,C11,378,,2018-09-02 12:13:00,2018,9,Sunday,12,Part Three,PIERCE AVE,42.28743256,-71.0526387,"(42.28743256, -71.05263870)",2011-12-29,2011-12-29,2011-12-29,2011-12-29,2011-12-29
I182070529,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,A15,52,,2018-09-02 11:45:00,2018,9,Sunday,11,Part Three,RUTHERFORD AVE,42.38025398,-71.07113638,"(42.38025398, -71.07113638)",2011-12-30,2011-12-30,2011-12-30,2011-12-30,2011-12-30
I182070528,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY Â DAMAGE,D4,162,,2018-09-02 11:48:00,2018,9,Sunday,11,Part Three,HARRISON AVE,42.34493428,-71.06366374,"(42.34493428, -71.06366374)",2011-12-31,2011-12-31,2011-12-31,2011-12-31,2011-12-31
I182070527,3301,Verbal Disputes,VERBAL DISPUTE,B2,326,,2018-09-02 11:31:00,2018,9,Sunday,11,Part Three,LAWRENCE AVE,42.31286677,-71.07841587,"(42.31286677, -71.07841587)",2012-01-01,2012-01-01,2012-01-01,2012-01-01,2012-01-01
I182070526,3821,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,C6,226,,2018-09-02 12:01:00,2018,9,Sunday,12,Part Three,E BROADWAY,42.33556114,-71.03993118,"(42.33556114, -71.03993118)",2012-01-02,2012-01-02,2012-01-02,2012-01-02,2012-01-02
I182070525,619,Larceny,LARCENY ALL OTHERS,C11,397,,2018-09-02 11:45:00,2018,9,Sunday,11,Part One,TALBOT AVE,42.28863812,-71.06631579,"(42.28863812, -71.06631579)",2012-01-03,2012-01-03,2012-01-03,2012-01-03,2012-01-03
I182070524,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,276,,2018-09-02 02:00:00,2018,9,Sunday,2,Part Three,WILLIAMS ST,42.33237733,-71.08237779,"(42.33237733, -71.08237779)",2012-01-04,2012-01-04,2012-01-04,2012-01-04,2012-01-04
I182070522,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E5,724,,2018-09-02 11:10:00,2018,9,Sunday,11,Part Three,LAURIE AVE,42.27033908,-71.16975904,"(42.27033908, -71.16975904)",2012-01-05,2012-01-05,2012-01-05,2012-01-05,2012-01-05
I182070521,613,Larceny,LARCENY SHOPLIFTING,E18,525,,2018-09-02 10:39:00,2018,9,Sunday,10,Part One,TRUMAN PKWY,42.24124926,-71.12629908,"(42.24124926, -71.12629908)",2012-01-06,2012-01-06,2012-01-06,2012-01-06,2012-01-06
I182070520,613,Larceny,LARCENY SHOPLIFTING,E18,495,,2018-09-02 10:59:00,2018,9,Sunday,10,Part One,HYDE PARK AVE,42.26496475,-71.12123167,"(42.26496475, -71.12123167)",2012-01-07,2012-01-07,2012-01-07,2012-01-07,2012-01-07
I182070518,613,Larceny,LARCENY SHOPLIFTING,D4,138,,2018-09-01 20:40:00,2018,9,Saturday,20,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)",2012-01-08,2012-01-08,2012-01-08,2012-01-08,2012-01-08
I182070517,3811,Motor Vehicle Accident Response,M/V ACCIDENT - INVOLVING BICYCLE - NO INJURY,, ,,2018-09-02 11:22:00,2018,9,Sunday,11,Part Three,,42.3384845,-71.15509795,"(42.33848450, -71.15509795)",2012-01-09,2012-01-09,2012-01-09,2012-01-09,2012-01-09
I182070516,2647,Other,THREATS TO DO BODILY HARM,A1,76,,2018-09-02 11:19:00,2018,9,Sunday,11,Part Two,CANAL ST,42.36394509,-71.05942841,"(42.36394509, -71.05942841)",2012-01-10,2012-01-10,2012-01-10,2012-01-10,2012-01-10
I182070515,3114,Investigate Property,INVESTIGATE PROPERTY,A7,824,,2018-09-02 11:00:00,2018,9,Sunday,11,Part Three,PUTNAM ST,42.37916578,-71.03258617,"(42.37916578, -71.03258617)",2012-01-11,2012-01-11,2012-01-11,2012-01-11,2012-01-11
I182070514,3201,Property Lost,PROPERTY - LOST,D14,796,,2018-09-01 21:30:00,2018,9,Saturday,21,Part Three,HARVARD AVE,42.35204779,-71.13180684,"(42.35204779, -71.13180684)",2012-01-12,2012-01-12,2012-01-12,2012-01-12,2012-01-12
I182070513,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,605,,2018-08-31 22:00:00,2018,8,Friday,22,Part Three,HUNTINGTON AVE,42.33332888,-71.10659534,"(42.33332888, -71.10659534)",2012-01-13,2012-01-13,2012-01-13,2012-01-13,2012-01-13
I182070512,3201,Property Lost,PROPERTY - LOST,C11,380,,2018-09-02 11:02:00,2018,9,Sunday,11,Part Three,GALLIVAN BLVD,42.28370031,-71.04776143,"(42.28370031, -71.04776143)",2012-01-14,2012-01-14,2012-01-14,2012-01-14,2012-01-14
I182070511,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,344,,2018-09-02 10:26:00,2018,9,Sunday,10,Part Three,CORONA ST,42.30097791,-71.07077333,"(42.30097791, -71.07077333)",2012-01-15,2012-01-15,2012-01-15,2012-01-15,2012-01-15
I182070509,3410,Towed,TOWED MOTOR VEHICLE,C11,240,,2018-09-02 09:00:00,2018,9,Sunday,9,Part Three,ANNABEL ST,42.31828902,-71.06265046,"(42.31828902, -71.06265046)",2012-01-16,2012-01-16,2012-01-16,2012-01-16,2012-01-16
I182070508,1402,Vandalism,VANDALISM,E18,543,,2018-09-02 09:26:00,2018,9,Sunday,9,Part Two,RIVER ST,42.25519156,-71.12761721,"(42.25519156, -71.12761721)",2012-01-17,2012-01-17,2012-01-17,2012-01-17,2012-01-17
I182070506,3115,Investigate Person,INVESTIGATE PERSON,A1,95,,2018-09-01 14:30:00,2018,9,Saturday,14,Part Three,ATLANTIC AVE,42.36033276,-71.0521729,"(42.36033276, -71.05217290)",2012-01-18,2012-01-18,2012-01-18,2012-01-18,2012-01-18
I182070505,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,235,,2018-09-01 09:00:00,2018,9,Saturday,9,Part Three,CRESCENT AVE,42.31895064,-71.05449231,"(42.31895064, -71.05449231)",2012-01-19,2012-01-19,2012-01-19,2012-01-19,2012-01-19
I182070504,3115,Investigate Person,INVESTIGATE PERSON,D14,778,,2018-09-02 09:56:00,2018,9,Sunday,9,Part Three,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)",2012-01-20,2012-01-20,2012-01-20,2012-01-20,2012-01-20
I182070503,3410,Towed,TOWED MOTOR VEHICLE,D4,285,,2018-09-02 07:53:00,2018,9,Sunday,7,Part Three,HAMMOND ST,42.33651082,-71.08339215,"(42.33651082, -71.08339215)",2012-01-21,2012-01-21,2012-01-21,2012-01-21,2012-01-21
I182070501,361,Robbery,ROBBERY - OTHER,B2,177,,2018-09-01 19:00:00,2018,9,Saturday,19,Part One,,,,"(0.00000000, 0.00000000)",2012-01-22,2012-01-22,2012-01-22,2012-01-22,2012-01-22
I182070500,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,378,,2018-09-02 00:00:00,2018,9,Sunday,0,Part Three,CHICKATAWBUT ST,42.28665631,-71.04640009,"(42.28665631, -71.04640009)",2012-01-23,2012-01-23,2012-01-23,2012-01-23,2012-01-23
I182070499,619,Larceny,LARCENY ALL OTHERS,C6,186,,2018-09-02 09:17:00,2018,9,Sunday,9,Part One,ALLSTATE RD,42.32809966,-71.06321676,"(42.32809966, -71.06321676)",2012-01-24,2012-01-24,2012-01-24,2012-01-24,2012-01-24
I182070498,3410,Towed,TOWED MOTOR VEHICLE,A1,83,,2018-09-02 07:33:00,2018,9,Sunday,7,Part Three,HENCHMAN ST,42.36721232,-71.05369636,"(42.36721232, -71.05369636)",2012-01-25,2012-01-25,2012-01-25,2012-01-25,2012-01-25
I182070497,1402,Vandalism,VANDALISM,C6,233,,2018-09-02 04:10:00,2018,9,Sunday,4,Part Two,E EIGHTH ST,42.33131745,-71.04411164,"(42.33131745, -71.04411164)",2012-01-26,2012-01-26,2012-01-26,2012-01-26,2012-01-26
I182070496,619,Larceny,LARCENY ALL OTHERS,B2,318,,2018-09-02 00:00:00,2018,9,Sunday,0,Part One,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)",2012-01-27,2012-01-27,2012-01-27,2012-01-27,2012-01-27
I182070496,1402,Vandalism,VANDALISM,B2,318,,2018-09-02 00:00:00,2018,9,Sunday,0,Part Two,SEAVER ST,42.30878855,-71.09055618,"(42.30878855, -71.09055618)",2012-01-28,2012-01-28,2012-01-28,2012-01-28,2012-01-28
I182070495,3301,Verbal Disputes,VERBAL DISPUTE,B3,420,,2018-09-02 08:47:00,2018,9,Sunday,8,Part Three,W SELDEN ST,42.27376816,-71.08919673,"(42.27376816, -71.08919673)",2012-01-29,2012-01-29,2012-01-29,2012-01-29,2012-01-29
I182070494,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,194,,2018-09-02 08:22:00,2018,9,Sunday,8,Part Three,DORCHESTER AVE,42.33014012,-71.05695787,"(42.33014012, -71.05695787)",2012-01-30,2012-01-30,2012-01-30,2012-01-30,2012-01-30
I182070492,3410,Towed,TOWED MOTOR VEHICLE,D14,801,,2018-09-02 07:20:00,2018,9,Sunday,7,Part Three,FARRINGTON AVE,42.35429484,-71.13190433,"(42.35429484, -71.13190433)",2012-01-31,2012-01-31,2012-01-31,2012-01-31,2012-01-31
I182070491,619,Larceny,LARCENY ALL OTHERS,C11,401,,2018-09-01 18:00:00,2018,9,Saturday,18,Part One,TALBOT AVE,42.28863812,-71.06631579,"(42.28863812, -71.06631579)",2012-02-01,2012-02-01,2012-02-01,2012-02-01,2012-02-01
